"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02076V02508","Age Group","UNIT","VALUE"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","310","15 - 24 years","Euro","19354"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","320","15 years and over","Euro","37960"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","410","25 - 29 years","Euro","30698"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","445","30 - 39 years","Euro","38319"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","480","40 - 49 years","Euro","44730"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","520","50 - 59 years","Euro","44078"
"DEA04C02","Median Annual Earnings","2017","2017","1","Male","560","60 years and over","Euro","34389"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","310","15 - 24 years","Euro","16575"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","320","15 years and over","Euro","31153"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","410","25 - 29 years","Euro","28777"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","445","30 - 39 years","Euro","34595"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","480","40 - 49 years","Euro","34750"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","520","50 - 59 years","Euro","31916"
"DEA04C02","Median Annual Earnings","2017","2017","2","Female","560","60 years and over","Euro","22982"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","310","15 - 24 years","Euro","20060"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","320","15 years and over","Euro","39279"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","410","25 - 29 years","Euro","32116"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","445","30 - 39 years","Euro","39799"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","480","40 - 49 years","Euro","45910"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","520","50 - 59 years","Euro","45057"
"DEA04C02","Median Annual Earnings","2018","2018","1","Male","560","60 years and over","Euro","35136"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","310","15 - 24 years","Euro","17128"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","320","15 years and over","Euro","32014"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","410","25 - 29 years","Euro","30192"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","445","30 - 39 years","Euro","35526"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","480","40 - 49 years","Euro","35722"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","520","50 - 59 years","Euro","32760"
"DEA04C02","Median Annual Earnings","2018","2018","2","Female","560","60 years and over","Euro","24000"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","310","15 - 24 years","Euro","21078"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","320","15 years and over","Euro","40517"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","410","25 - 29 years","Euro","33716"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","445","30 - 39 years","Euro","41354"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","480","40 - 49 years","Euro","47222"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","520","50 - 59 years","Euro","46039"
"DEA04C02","Median Annual Earnings","2019","2019","1","Male","560","60 years and over","Euro","36285"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","310","15 - 24 years","Euro","17857"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","320","15 years and over","Euro","33056"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","410","25 - 29 years","Euro","31664"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","445","30 - 39 years","Euro","36725"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","480","40 - 49 years","Euro","36914"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","520","50 - 59 years","Euro","33793"
"DEA04C02","Median Annual Earnings","2019","2019","2","Female","560","60 years and over","Euro","25186"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","310","15 - 24 years","Euro","23300"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","320","15 years and over","Euro","44105"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","410","25 - 29 years","Euro","36160"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","445","30 - 39 years","Euro","45018"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","480","40 - 49 years","Euro","51233"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","520","50 - 59 years","Euro","49310"
"DEA04C02","Median Annual Earnings","2020","2020","1","Male","560","60 years and over","Euro","39805"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","310","15 - 24 years","Euro","20665"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","320","15 years and over","Euro","37462"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","410","25 - 29 years","Euro","35221"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","445","30 - 39 years","Euro","41081"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","480","40 - 49 years","Euro","41084"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","520","50 - 59 years","Euro","37651"
"DEA04C02","Median Annual Earnings","2020","2020","2","Female","560","60 years and over","Euro","29875"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","310","15 - 24 years","Euro","23532"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","320","15 years and over","Euro","44892"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","410","25 - 29 years","Euro","37756"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","445","30 - 39 years","Euro","46036"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","480","40 - 49 years","Euro","51596"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","520","50 - 59 years","Euro","49582"
"DEA04C02","Median Annual Earnings","2021","2021","1","Male","560","60 years and over","Euro","39414"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","310","15 - 24 years","Euro","20657"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","320","15 years and over","Euro","37894"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","410","25 - 29 years","Euro","36317"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","445","30 - 39 years","Euro","41529"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","480","40 - 49 years","Euro","41512"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","520","50 - 59 years","Euro","38049"
"DEA04C02","Median Annual Earnings","2021","2021","2","Female","560","60 years and over","Euro","29954"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","310","15 - 24 years","Euro","22845"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","320","15 years and over","Euro","45537"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","410","25 - 29 years","Euro","38620"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","445","30 - 39 years","Euro","47603"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","480","40 - 49 years","Euro","52362"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","520","50 - 59 years","Euro","50286"
"DEA04C02","Median Annual Earnings","2022","2022","1","Male","560","60 years and over","Euro","39813"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","310","15 - 24 years","Euro","19737"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","320","15 years and over","Euro","37782"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","410","25 - 29 years","Euro","36747"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","445","30 - 39 years","Euro","42350"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","480","40 - 49 years","Euro","42297"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","520","50 - 59 years","Euro","38351"
"DEA04C02","Median Annual Earnings","2022","2022","2","Female","560","60 years and over","Euro","29459"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","310","15 - 24 years","%","44.8"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","320","15 years and over","%","48.5"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","410","25 - 29 years","%","45.9"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","445","30 - 39 years","%","50.1"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","480","40 - 49 years","%","49.6"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","520","50 - 59 years","%","47.6"
"DEA04C03","Percentage of Employments","2011","2011","1","Male","560","60 years and over","%","49.8"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","310","15 - 24 years","%","55.2"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","320","15 years and over","%","51.3"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","410","25 - 29 years","%","54.1"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","445","30 - 39 years","%","49.9"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","480","40 - 49 years","%","50.4"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","520","50 - 59 years","%","52.4"
"DEA04C03","Percentage of Employments","2011","2011","2","Female","560","60 years and over","%","50.2"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","310","15 - 24 years","%","46.5"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","320","15 years and over","%","48.7"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","410","25 - 29 years","%","46.4"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","445","30 - 39 years","%","50"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","480","40 - 49 years","%","49.7"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","520","50 - 59 years","%","47.4"
"DEA04C03","Percentage of Employments","2012","2012","1","Male","560","60 years and over","%","49.6"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","310","15 - 24 years","%","53.5"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","320","15 years and over","%","51.1"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","410","25 - 29 years","%","53.6"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","445","30 - 39 years","%","50"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","480","40 - 49 years","%","50.3"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","520","50 - 59 years","%","52.6"
"DEA04C03","Percentage of Employments","2012","2012","2","Female","560","60 years and over","%","50.4"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","310","15 - 24 years","%","48.2"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","320","15 years and over","%","49"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","410","25 - 29 years","%","47.3"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","445","30 - 39 years","%","50.2"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","480","40 - 49 years","%","50"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","520","50 - 59 years","%","47.7"
"DEA04C03","Percentage of Employments","2013","2013","1","Male","560","60 years and over","%","49.7"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","310","15 - 24 years","%","51.8"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","320","15 years and over","%","50.6"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","410","25 - 29 years","%","52.7"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","445","30 - 39 years","%","49.8"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","480","40 - 49 years","%","50"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","520","50 - 59 years","%","52.3"
"DEA04C03","Percentage of Employments","2013","2013","2","Female","560","60 years and over","%","50.3"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","310","15 - 24 years","%","49"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","320","15 years and over","%","49.5"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","410","25 - 29 years","%","48.5"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","445","30 - 39 years","%","50.8"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","480","40 - 49 years","%","50.3"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","520","50 - 59 years","%","47.8"
"DEA04C03","Percentage of Employments","2014","2014","1","Male","560","60 years and over","%","49.9"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","310","15 - 24 years","%","51"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","320","15 years and over","%","50"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","410","25 - 29 years","%","51.5"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","445","30 - 39 years","%","49.2"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","480","40 - 49 years","%","49.7"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","520","50 - 59 years","%","52.2"
"DEA04C03","Percentage of Employments","2014","2014","2","Female","560","60 years and over","%","50.1"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","310","15 - 24 years","%","49.4"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","320","15 years and over","%","49.9"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","410","25 - 29 years","%","49.6"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","445","30 - 39 years","%","51.1"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","480","40 - 49 years","%","50.7"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","520","50 - 59 years","%","48"
"DEA04C03","Percentage of Employments","2015","2015","1","Male","560","60 years and over","%","49.7"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","310","15 - 24 years","%","50.6"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","320","15 years and over","%","49.8"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","410","25 - 29 years","%","50.4"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","445","30 - 39 years","%","48.9"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","480","40 - 49 years","%","49.3"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","520","50 - 59 years","%","52"
"DEA04C03","Percentage of Employments","2015","2015","2","Female","560","60 years and over","%","50.3"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","310","15 - 24 years","%","49.5"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","320","15 years and over","%","50.3"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","410","25 - 29 years","%","50.5"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","445","30 - 39 years","%","51.4"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","480","40 - 49 years","%","51"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","520","50 - 59 years","%","48.4"
"DEA04C03","Percentage of Employments","2016","2016","1","Male","560","60 years and over","%","49.9"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","310","15 - 24 years","%","50.5"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","320","15 years and over","%","49.4"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","410","25 - 29 years","%","49.5"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","445","30 - 39 years","%","48.6"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","480","40 - 49 years","%","49"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","520","50 - 59 years","%","51.6"
"DEA04C03","Percentage of Employments","2016","2016","2","Female","560","60 years and over","%","50.1"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","310","15 - 24 years","%","49.7"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","320","15 years and over","%","50.6"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","410","25 - 29 years","%","51.2"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","445","30 - 39 years","%","51.8"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","480","40 - 49 years","%","51.2"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","520","50 - 59 years","%","48.7"
"DEA04C03","Percentage of Employments","2017","2017","1","Male","560","60 years and over","%","50.1"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","310","15 - 24 years","%","50.3"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","320","15 years and over","%","49.2"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","410","25 - 29 years","%","48.8"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","445","30 - 39 years","%","48.2"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","480","40 - 49 years","%","48.8"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","520","50 - 59 years","%","51.3"
"DEA04C03","Percentage of Employments","2017","2017","2","Female","560","60 years and over","%","49.9"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","310","15 - 24 years","%","49.7"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","320","15 years and over","%","50.8"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","410","25 - 29 years","%","51.5"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","445","30 - 39 years","%","52"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","480","40 - 49 years","%","51.2"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","520","50 - 59 years","%","49.1"
"DEA04C03","Percentage of Employments","2018","2018","1","Male","560","60 years and over","%","50.5"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","310","15 - 24 years","%","50.3"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","320","15 years and over","%","49.1"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","410","25 - 29 years","%","48.5"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","445","30 - 39 years","%","48"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","480","40 - 49 years","%","48.8"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","520","50 - 59 years","%","50.9"
"DEA04C03","Percentage of Employments","2018","2018","2","Female","560","60 years and over","%","49.5"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","310","15 - 24 years","%","49.9"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","320","15 years and over","%","51"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","410","25 - 29 years","%","51.6"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","445","30 - 39 years","%","52.3"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","480","40 - 49 years","%","51.2"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","520","50 - 59 years","%","49.4"
"DEA04C03","Percentage of Employments","2019","2019","1","Male","560","60 years and over","%","50.5"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","310","15 - 24 years","%","50.1"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","320","15 years and over","%","48.9"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","410","25 - 29 years","%","48.4"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","445","30 - 39 years","%","47.7"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","480","40 - 49 years","%","48.8"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","520","50 - 59 years","%","50.6"
"DEA04C03","Percentage of Employments","2019","2019","2","Female","560","60 years and over","%","49.5"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","310","15 - 24 years","%","51.3"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","320","15 years and over","%","51.2"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","410","25 - 29 years","%","51.3"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","445","30 - 39 years","%","52.3"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","480","40 - 49 years","%","51.1"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","520","50 - 59 years","%","49.6"
"DEA04C03","Percentage of Employments","2020","2020","1","Male","560","60 years and over","%","51.3"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","310","15 - 24 years","%","48.7"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","320","15 years and over","%","48.8"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","410","25 - 29 years","%","48.7"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","445","30 - 39 years","%","47.7"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","480","40 - 49 years","%","48.9"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","520","50 - 59 years","%","50.4"
"DEA04C03","Percentage of Employments","2020","2020","2","Female","560","60 years and over","%","48.7"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","310","15 - 24 years","%","52"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","320","15 years and over","%","51.4"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","410","25 - 29 years","%","51.4"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","445","30 - 39 years","%","52.6"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","480","40 - 49 years","%","51.1"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","520","50 - 59 years","%","50.1"
"DEA04C03","Percentage of Employments","2021","2021","1","Male","560","60 years and over","%","51.5"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","310","15 - 24 years","%","48"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","320","15 years and over","%","48.6"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","410","25 - 29 years","%","48.6"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","445","30 - 39 years","%","47.4"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","480","40 - 49 years","%","48.9"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","520","50 - 59 years","%","49.9"
"DEA04C03","Percentage of Employments","2021","2021","2","Female","560","60 years and over","%","48.5"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","310","15 - 24 years","%","50.6"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","320","15 years and over","%","51.3"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","410","25 - 29 years","%","51.7"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","445","30 - 39 years","%","52.6"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","480","40 - 49 years","%","50.9"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","520","50 - 59 years","%","50.2"
"DEA04C03","Percentage of Employments","2022","2022","1","Male","560","60 years and over","%","51.8"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","310","15 - 24 years","%","49.4"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","320","15 years and over","%","48.7"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","410","25 - 29 years","%","48.3"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","445","30 - 39 years","%","47.4"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","480","40 - 49 years","%","49.1"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","520","50 - 59 years","%","49.8"
"DEA04C03","Percentage of Employments","2022","2022","2","Female","560","60 years and over","%","48.2"
